start_time,end_time,instrument_label
345.8380,347.1848,electric bass
347.0454,349.1352,synthesizer
347.6956,352.6647,electric bass
349.5996,351.6430,synthesizer
35.7587,38.0343,mandolin
350.3891,355.0331,drum machine
352.1074,354.1972,synthesizer
354.6616,356.7049,synthesizer
355.8226,360.0486,drum machine
355.9155,434.4454,electric bass
357.1693,359.2127,synthesizer
359.6771,361.7669,synthesizer
360.4666,405.5133,drum machine
362.2313,367.6648,synthesizer
363.8567,434.3525,mandolin
368.0363,377.7887,synthesizer
37.6163,41.7495,electric bass
378.1137,386.2407,synthesizer
38.0807,202.0600,tabla
38.2665,40.5420,mandolin
388.3770,391.3027,synthesizer
393.4389,396.3646,synthesizer
398.5009,401.4266,synthesizer
40.4492,43.1427,synthesizer
40.7742,43.0498,mandolin
403.5164,404.7238,synthesizer
406.3492,410.5752,drum machine
41.8424,44.1179,electric bass
410.9932,415.6372,drum machine
416.4731,420.6991,drum machine
421.1171,423.9035,drum machine
43.3284,45.6040,mandolin
44.5359,47.5080,electric bass
45.4647,48.1582,synthesizer
45.8362,48.1117,mandolin
47.8331,49.9229,electric bass
48.3904,71.0531,mandolin
50.0622,51.9198,electric bass
50.5266,53.2201,synthesizer
52.7557,54.8920,electric bass
55.1706,64.4122,electric bass
55.5886,58.2821,synthesizer
6.7802,11.4242,drum machine
62.3688,63.4834,synthesizer
62.7868,67.0128,drum machine
64.8766,65.9911,synthesizer
65.4338,69.6599,electric bass
67.3843,68.5453,synthesizer
67.4307,72.0283,drum machine
69.9385,71.0531,synthesizer
7.1982,9.1951,electric bass
70.4958,72.3069,electric bass
71.6103,73.8859,mandolin
72.4463,73.6073,synthesizer
72.8642,77.0902,drum machine
72.9571,75.5113,electric bass
74.0717,76.3937,mandolin
75.0005,76.1150,synthesizer
75.6506,80.8983,electric bass
76.5794,78.9014,mandolin
77.5082,78.6228,synthesizer
77.5546,122.5549,drum machine
79.1336,81.4556,mandolin
80.0624,82.1522,synthesizer
81.6414,83.9634,mandolin
82.5237,84.6600,synthesizer
83.0346,101.5176,accordion
83.1739,86.0067,electric bass
84.1491,86.5176,mandolin
85.0779,87.1677,synthesizer
86.7033,89.0253,mandolin
87.4928,91.6259,electric bass
87.5857,89.7219,synthesizer
89.2111,204.9393,mandolin
9.7524,11.6564,electric bass
90.0934,92.2297,synthesizer
92.6476,94.7374,synthesizer
95.1554,97.2916,synthesizer
97.6631,99.7994,synthesizer
